ID   M_g   Zmet   log(Teff)   log(g)   Age/Gyr   FUV   NUV   M_u   M_g   M_r   M_i   M_z   M_J   M_H   M_Ks   W1   W2   W3   W4
12x21   5.7684  -0.5018   3.7819   4.6573   2.0000  14.7213   8.6106   6.5826   5.7684   5.4409   5.3441   5.3288   4.4521   4.1550   4.1185   4.1014   4.0941   4.0781   4.0571
13x21   5.9136  -0.5018   3.7722   4.6418   5.0000  15.4526   8.9178   6.7584   5.9136   5.5532   5.4418   5.4158   4.5234   4.2095   4.1680   4.1455   4.1385   4.1210   4.1000
14x21   6.0592  -0.5018   3.7641   4.6405   7.0000  16.1764   9.2207   6.9416   6.0592   5.6704   5.5464   5.5112   4.6052   4.2778   4.2315   4.2057   4.1977   4.1797   4.1587
15x21   6.2061  -0.5018   3.7595   4.6787   4.0000  16.6653   9.4605   7.1120   6.2061   5.8000   5.6693   5.6296   4.7159   4.3823   4.3325   4.3036   4.2956   4.2776   4.2566
16x21   6.3563  -0.5018   3.7512   4.6778   6.0000  17.4191   9.7768   7.3045   6.3563   5.9188   5.7750   5.7257   4.7996   4.4517   4.3979   4.3642   4.3553   4.3360   4.3151
17x21   6.5099  -0.5018   3.7451   4.7032   4.0000  18.0387  10.0697   7.5006   6.5099   6.0484   5.8948   5.8389   4.9023   4.5448   4.4863   4.4489   4.4399   4.4201   4.4000
18x21   6.6689  -0.5018   3.7360   4.6936   8.0000  18.8842  10.4371   7.7253   6.6689   6.1717   6.0042   5.9377   4.9839   4.6104   4.5463   4.5037   4.4953   4.4731   4.4531
19x21   6.8354  -0.5018   3.7282   4.7068   8.0000  19.6256  10.7867   7.9515   6.8354   6.3073   6.1267   6.0515   5.0839   4.6969   4.6275   4.5802   4.5726   4.5482   4.5287
20x21   7.0114  -0.5018   3.7218   4.7390   4.0000  20.1912  11.1296   8.1886   7.0114   6.4561   6.2644   6.1809   5.2010   4.8017   4.7280   4.6772   4.6708   4.6431   4.6241
21x21   7.1979  -0.5018   3.7126   4.7429   6.0000  20.9778  11.5439   8.4546   7.1979   6.6045   6.3974   6.3033   5.3051   4.8880   4.8079   4.7519   4.7469   4.7149   4.6969
22x21   7.4011  -0.5018   3.7048   4.7669   4.0000  21.6041  11.9589   8.7346   7.4011   6.7735   6.5531   6.4478   5.4340   5.0012   4.9153   4.8553   4.8508   4.8151   4.7973
23x21   7.6269  -0.5018   3.6952   4.7742   7.0000  22.3151  12.4511   9.0563   7.6269   6.9558   6.7170   6.5990   5.5641   5.1110   5.0179   4.9530   4.9495   4.9077   4.8913
24x21   7.8766  -0.5018   3.6855   4.7928   8.0000  23.0356  12.9712   9.4009   7.8766   7.1598   6.9017   6.7702   5.7152   5.2425   5.1426   5.0716   5.0674   5.0199   5.0039
25x21   8.1612  -0.5018   3.6755   4.8236   5.0000  23.7530  13.5509   9.7875   8.1612   7.3934   7.1142   6.9667   5.8915   5.3999   5.2911   5.2134   5.2073   5.1516   5.1356
26x21   8.4940  -0.5018   3.6634   4.8487   6.0000  24.6302  14.2369  10.2393   8.4940   7.6630   7.3575   7.1921   6.0916   5.5778   5.4595   5.3735   5.3633   5.2992   5.2827
27x21   8.8762  -0.5018   3.6499   4.8706   8.0000  25.8129  15.0288  10.7417   8.8762   7.9659   7.6262   7.4376   6.3126   5.7807   5.6503   5.5538   5.5313   5.4575   5.4362
28x21   9.3073  -0.5018   3.6359   4.9058   4.0000  27.2571  15.8961  11.2919   9.3073   8.3119   7.9348   7.7222   6.5726   6.0260   5.8815   5.7743   5.7373   5.6545   5.6261
29x21   9.8123  -0.5018   3.6215   4.9388  10.0000  29.2519  16.8806  11.9097   9.8123   8.7234   8.3078   8.0704   6.8950   6.3410   6.1833   6.0682   6.0101   5.9238   5.8821
30x21  10.3953  -0.5018   3.6090   4.9892   7.0000  31.8509  17.9621  12.5906  10.3953   9.2193   8.7699   8.5108   7.3129   6.7606   6.5965   6.4842   6.3972   6.3259   6.2620
31x21  11.1040  -0.5018   3.5966   5.0505   8.0000  34.1594  19.2007  13.4438  11.1040   9.8352   9.3486   9.0675   7.8440   7.2898   7.1207   7.0060   6.8938   6.8293   6.7479
32x21  12.2372  -0.5018   3.5773   5.1511  11.0000  35.9072  21.2793  15.0235  12.2372  10.7930  10.2320   9.9092   8.6336   8.0776   7.9062   7.7550   7.6215   7.5251   7.4380
01x22   3.4769  -0.4715   3.8479   4.1491   7.0000   9.7055   5.6953   4.3673   3.4769   3.3651   3.3771   3.4381   2.6701   2.5102   2.4922   2.4882   2.4832   2.4702   2.4522
02x22   3.9557  -0.4715   3.8273   4.2002   9.0000  10.7740   6.2778   4.7921   3.9557   3.7803   3.7567   3.7930   2.9893   2.7828   2.7618   2.7568   2.7508   2.7368   2.7170
03x22   4.2528  -0.4715   3.8180   4.2542  10.0000  11.3965   6.6386   5.0696   4.2528   4.0476   4.0083   4.0342   3.2150   2.9879   2.9649   2.9579   2.9519   2.9369   2.9169
04x22   4.4951  -0.4715   3.8196   4.3659   8.0000  11.5951   6.8471   5.2961   4.4951   4.2911   4.2531   4.2800   3.4630   3.2380   3.2160   3.2090   3.2040   3.1890   3.1690
05x22   4.7068  -0.4715   3.8085   4.3719  10.0000  12.2211   7.1611   5.5004   4.7068   4.4703   4.4150   4.4291   3.5929   3.3441   3.3199   3.3109   3.3047   3.2897   3.2685
06x22   4.8989  -0.4715   3.8057   4.4441   8.0000  12.5923   7.4200   5.6935   4.8989   4.6506   4.5903   4.6022   3.7633   3.5097   3.4841   3.4755   3.4685   3.4535   3.4328
07x22   5.0759  -0.4715   3.8037   4.4991   7.0000  12.7892   7.5584   5.8509   5.0759   4.8220   4.7576   4.7662   3.9228   3.6629   3.6369   3.6279   3.6209   3.6054   3.5844
08x22   5.2427  -0.4715   3.7949   4.5015   9.0000  13.3608   7.8315   6.0242   5.2427   4.9621   4.8840   4.8830   4.0245   3.7480   3.7190   3.7070   3.7000   3.6834   3.6620
09x22   5.4019  -0.4715   3.7934   4.5754   5.0000  13.7071   8.0713   6.1959   5.4019   5.1129   5.0327   5.0308   4.1722   3.8942   3.8641   3.8516   3.8446   3.8286   3.8076
10x22   5.5550  -0.4715   3.7798   4.5159  13.0000  14.4742   8.3600   6.3622   5.5550   5.2269   5.1257   5.1074   4.2243   3.9203   3.8836   3.8658   3.8587   3.8408   3.8198
11x22   5.7050  -0.4715   3.7804   4.5997   7.0000  14.6242   8.5051   6.5077   5.7050   5.3757   5.2760   5.2582   4.3775   4.0749   4.0380   4.0201   4.0121   3.9961   3.9741
12x22   5.8529  -0.4715   3.7724   4.6019   9.0000  15.2317   8.7785   6.6779   5.8529   5.4987   5.3865   5.3595   4.4661   4.1507   4.1092   4.0877   4.0796   4.0626   4.0406
13x22   6.0004  -0.4715   3.7671   4.6288   8.0000  15.7670   9.0302   6.8493   6.0004   5.6260   5.5053   5.4725   4.5701   4.2467   4.2018   4.1766   4.1682   4.1509   4.1292
14x22   6.1485  -0.4715   3.7606   4.6461   8.0000  16.3746   9.3031   7.0272   6.1485   5.7509   5.6201   5.5798   4.6679   4.3350   4.2852   4.2565   4.2472   4.2294   4.2082
15x22   6.2982  -0.4715   3.7557   4.6827   5.0000  16.8806   9.5505   7.2001   6.2982   5.8814   5.7434   5.6984   4.7785   4.4386   4.3856   4.3536   4.3436   4.3256   4.3046
16x22   6.4510  -0.4715   3.7469   4.6861   6.0000  17.8422   9.9705   7.4300   6.4510   5.9966   5.8462   5.7919   4.8578   4.5030   4.4463   4.4099   4.4013   4.3811   4.3605
17x22   6.6073  -0.4715   3.7396   4.6869   9.0000  18.3726  10.2042   7.6103   6.6073   6.1290   5.9656   5.9014   4.9548   4.5885   4.5254   4.4827   4.4717   4.4518   4.4311
18x22   6.7699  -0.4715   3.7342   4.7272   4.0000  18.9482  10.4947   7.8139   6.7699   6.2695   6.0967   6.0269   5.0711   4.6974   4.6295   4.5836   4.5726   4.5506   4.5306
19x22   6.9409  -0.4715   3.7256   4.7304   6.0000  19.7308  10.8657   8.0508   6.9409   6.4055   6.2183   6.1388   5.1682   4.7800   4.7066   4.6548   4.6430   4.6188   4.6001
20x22   7.1206  -0.4715   3.7181   4.7486   5.0000  20.3948  11.2355   8.2974   7.1206   6.5530   6.3530   6.2637   5.2791   4.8773   4.7984   4.7414   4.7310   4.7033   4.6849
21x22   7.3128  -0.4715   3.7093   4.7529   8.0000  21.0916  11.6521   8.5694   7.3128   6.7080   6.4926   6.3923   5.3902   4.9725   4.8866   4.8248   4.8142   4.7822   4.7650
22x22   7.5235  -0.4715   3.7007   4.7687   9.0000  21.8006  12.0886   8.8626   7.5235   6.8815   6.6502   6.5383   5.5196   5.0855   4.9936   4.9260   4.9166   4.8796   4.8629
23x22   7.7553  -0.4715   3.6920   4.7936   8.0000  22.4796  12.5546   9.1793   7.7553   7.0740   6.8263   6.7028   5.6671   5.2167   5.1179   5.0452   5.0349   4.9932   4.9774
24x22   8.0121  -0.4715   3.6834   4.8256   5.0000  23.1079  13.0592   9.5257   8.0121   7.2874   7.0223   6.8863   5.8326   5.3665   5.2609   5.1810   5.1701   5.1213   5.1067
25x22   8.3081  -0.4715   3.6731   4.8547   4.0000  23.8470  13.6506   9.9281   8.3081   7.5323   7.2461   7.0941   6.0199   5.5349   5.4216   5.3339   5.3206   5.2641   5.2499
26x22   8.6484  -0.4715   3.6613   4.8795   5.0000  24.6896  14.3296  10.3846   8.6484   7.8094   7.4956   7.3258   6.2284   5.7245   5.6002   5.5038   5.4842   5.4183   5.4026
27x22   9.0301  -0.4715   3.6484   4.9075   5.0000  25.6591  15.0852  10.8909   9.0301   8.1194   7.7746   7.5837   6.4617   5.9389   5.8028   5.6960   5.6677   5.5911   5.5724
28x22   9.4609  -0.4715   3.6358   4.9363  10.0000  27.0983  15.8941  11.4253   9.4609   8.4718   8.0938   7.8807   6.7358   6.2018   6.0529   5.9368   5.8940   5.8098   5.7825
29x22   9.9547  -0.4715   3.6241   4.9787   6.0000  28.5937  16.7479  12.0169   9.9547   8.8905   8.4814   8.2483   7.0813   6.5383   6.3792   6.2542   6.1972   6.1072   6.0702
30x22  10.5208  -0.4715   3.6134   5.0225   8.0000  30.8506  17.7256  12.6715  10.5208   9.3819   8.9451   8.6930   7.5057   6.9613   6.7985   6.6743   6.5957   6.5160   6.4625
31x22  11.2081  -0.4715   3.6012   5.0843  10.0000  33.3964  18.9049  13.4749  11.2081   9.9812   9.5105   9.2374   8.0253   7.4757   7.3103   7.1866   7.0832   7.0149   6.9415
32x22  12.3201  -0.4715   3.5819   5.1929   7.0000  35.5905  20.9854  14.9963  12.3201  10.9176  10.3762  10.0633   8.8011   8.2491   8.0831   7.9271   7.8004   7.7074   7.6228
01x23   3.5216  -0.4416   3.8525   4.2039   6.0000   9.6736   5.7349   4.4179   3.5216   3.4200   3.4398   3.5056   2.7463   2.5969   2.5789   2.5759   2.5709   2.5599   2.5419
02x23   4.0065  -0.4416   3.8316   4.2495   8.0000  10.7035   6.2926   4.8434   4.0065   3.8414   3.8244   3.8663   3.0703   2.8722   2.8522   2.8472   2.8412   2.8272   2.8082
03x23   4.3109  -0.4416   3.8321   4.3799   6.0000  11.0054   6.5664   5.1264   4.3109   4.1437   4.1249   4.1664   3.3707   3.1715   3.1517   3.1477   3.1427   3.1290   3.1092
04x23   4.5578  -0.4416   3.8178   4.3792   8.0000  11.7277   6.9246   5.3560   4.5578   4.3482   4.3070   4.3320   3.5118   3.2828   3.2604   3.2534   3.2480   3.2326   3.2126
05x23   4.7741  -0.4416   3.8163   4.4633   6.0000  12.0084   7.1400   5.5585   4.7741   4.5576   4.5131   4.5364   3.7132   3.4800   3.4573   3.4503   3.4443   3.4293   3.4090
06x23   4.9692  -0.4416   3.8017   4.4426   9.0000  12.8137   7.5295   5.7624   4.9692   4.7088   4.6431   4.6503   3.8046   3.5420   3.5161   3.5061   3.5001   3.4841   3.4632
07x23   5.1491  -0.4416   3.7996   4.4978   8.0000  13.0350   7.6770   5.9255   5.1491   4.8837   4.8122   4.8166   3.9661   3.6972   3.6704   3.6600   3.6530   3.6370   3.6160
08x23   5.3183  -0.4416   3.7910   4.5121   9.0000  13.7279   8.0212   6.1205   5.3183   5.0234   4.9402   4.9355   4.0719   3.7900   3.7591   3.7454   3.7384   3.7224   3.7014
09x23   5.4791  -0.4416   3.7868   4.5523   8.0000  14.1323   8.2459   6.2871   5.4791   5.1692   5.0797   5.0702   4.2002   3.9102   3.8778   3.8623   3.8553   3.8383   3.8178
10x23   5.6345  -0.4416   3.7833   4.5897   7.0000  14.4001   8.3933   6.4322   5.6345   5.3145   5.2189   5.2041   4.3280   4.0306   3.9952   3.9784   3.9708   3.9544   3.9328
11x23   5.7865  -0.4416   3.7760   4.6011   8.0000  14.9585   8.6549   6.6012   5.7865   5.4434   5.3364   5.3138   4.4258   4.1164   4.0767   4.0574   4.0491   4.0321   4.0101
12x23   5.9369  -0.4416   3.7699   4.6212   8.0000  15.5075   8.9134   6.7732   5.9369   5.5723   5.4558   5.4264   4.5282   4.2087   4.1657   4.1423   4.1340   4.1170   4.0950
13x23   6.0867  -0.4416   3.7663   4.6708   4.0000  15.9192   9.1332   6.9387   6.0867   5.7076   5.5860   5.5522   4.6506   4.3260   4.2802   4.2543   4.2453   4.2283   4.2073
14x23   6.2371  -0.4416   3.7562   4.6494   9.0000  16.7747   9.4762   7.1357   6.2371   5.8225   5.6853   5.6401   4.7213   4.3804   4.3286   4.2967   4.2871   4.2697   4.2477
15x23   6.3895  -0.4416   3.7505   4.6782   7.0000  17.3490   9.7484   7.3206   6.3895   5.9536   5.8071   5.7558   4.8272   4.4787   4.4222   4.3871   4.3768   4.3585   4.3368
16x23   6.5448  -0.4416   3.7426   4.6944   6.0000  18.2615  10.1624   7.5544   6.5448   6.0737   5.9167   5.8575   4.9156   4.5539   4.4942   4.4552   4.4469   4.4257   4.4054
17x23   6.7043  -0.4416   3.7372   4.7222   4.0000  18.6539  10.3594   7.7261   6.7043   6.2157   6.0485   5.9818   5.0316   4.6626   4.5970   4.5527   4.5417   4.5205   4.5005
18x23   6.8709  -0.4416   3.7262   4.7046   9.0000  19.8051  10.8707   8.0038   6.8709   6.3345   6.1505   6.0731   5.1015   4.7104   4.6401   4.5919   4.5849   4.5593   4.5399
19x23   7.0454  -0.4416   3.7207   4.7461   3.0000  20.2951  11.1943   8.2339   7.0454   6.4849   6.2912   6.2065   5.2244   4.8232   4.7478   4.6965   4.6903   4.6619   4.6431
20x23   7.2291  -0.4416   3.7127   4.7454   8.0000  20.8195  11.4807   8.4538   7.2291   6.6389   6.4297   6.3338   5.3381   4.9267   4.8433   4.7836   4.7728   4.7426   4.7251
21x23   7.4276  -0.4416   3.7047   4.7633   8.0000  21.4652  11.8875   8.7282   7.4276   6.8029   6.5791   6.4727   5.4618   5.0354   4.9461   4.8815   4.8711   4.8366   4.8198
22x23   7.6451  -0.4416   3.6963   4.7861   7.0000  22.1485  12.3285   9.0273   7.6451   6.9829   6.7441   6.6260   5.5988   5.1571   5.0614   4.9911   4.9811   4.9417   4.9263
23x23   7.8824  -0.4416   3.6877   4.8090   7.0000  22.7969  12.8061   9.3525   7.8824   7.1802   6.9243   6.7945   5.7495   5.2913   5.1889   5.1128   5.1024   5.0573   5.0427
24x23   8.1488  -0.4416   3.6758   4.8173   8.0000  23.7286  13.5279   9.7714   8.1488   7.3827   7.1043   6.9579   5.8831   5.3909   5.2834   5.2063   5.1996   5.1453   5.1293
25x23   8.4542  -0.4416   3.6649   4.8436   8.0000  24.5267  14.1536  10.1854   8.4542   7.6317   7.3300   7.1665   6.0697   5.5569   5.4405   5.3563   5.3461   5.2840   5.2675
26x23   8.7975  -0.4416   3.6561   4.8854   9.0000  25.0495  14.6276  10.5843   8.7975   7.9300   7.6037   7.4256   6.3183   5.8057   5.6764   5.5762   5.5534   5.4837   5.4674
27x23   9.1763  -0.4416   3.6442   4.9157   8.0000  26.1583  15.3576  11.0699   9.1763   8.2382   7.8828   7.6847   6.5544   6.0279   5.8875   5.7774   5.7449   5.6659   5.6445
28x23   9.6063  -0.4416   3.6321   4.9494   8.0000  27.5408  16.1516  11.6020   9.6063   8.5942   8.2063   7.9874   6.8346   6.2976   6.1462   6.0268   5.9800   5.8933   5.8640
29x23  10.0877  -0.4416   3.6149   4.9618   9.0000  30.5948  17.4194  12.2364  10.0877   8.9538   8.5198   8.2712   7.0839   6.5307   6.3695   6.2561   6.1826   6.1047   6.0513
30x23  10.6366  -0.4416   3.6112   5.0297  10.0000  31.3204  17.9270  12.8052  10.6366   9.4830   9.0398   8.7843   7.5926   7.0467   6.8844   6.7607   6.6773   6.6000   6.5425
31x23  11.3051  -0.4416   3.5998   5.0996   7.0000  33.5569  19.0736  13.6026  11.3051  10.0664   9.5899   9.3144   8.0983   7.5492   7.3837   7.2571   7.1527   7.0816   7.0077
32x23  12.3982  -0.4416   3.5803   5.1993   7.0000  35.7265  21.1425  15.1115  12.3982  10.9814  10.4339  10.1177   8.8513   8.2993   8.1333   7.9741   7.8460   7.7504   7.6654
01x24   3.5657  -0.4116   3.8143   3.9823  10.0000  10.8128   6.0306   4.4209   3.5657   3.3581   3.3163   3.3387   2.5136   2.2816   2.2575   2.2493   2.2433   2.2273   2.2072
02x24   4.0569  -0.4116   3.8305   4.2626   8.0000  10.7852   6.3464   4.8890   4.0569   3.8884   3.8693   3.9099   3.1118   2.9117   2.8917   2.8867   2.8807   2.8667   2.8477
03x24   4.3693  -0.4116   3.8230   4.3377   8.0000  11.3364   6.6944   5.1766   4.3693   4.1761   4.1435   4.1750   3.3642   3.1455   3.1244   3.1192   3.1133   3.0992   3.0792
04x24   4.6225  -0.4116   3.8273   4.4816   4.0000  11.4644   6.8866   5.4113   4.6225   4.4374   4.4099   4.4457   3.6412   3.4298   3.4101   3.4053   3.4003   3.3856   3.3666
05x24   4.8427  -0.4116   3.8073   4.4326   8.0000  12.4718   7.3493   5.6399   4.8427   4.6000   4.5422   4.5560   3.7200   3.4698   3.4445   3.4363   3.4293   3.4143   3.3940
06x24   5.0407  -0.4116   3.8050   4.5035   6.0000  12.7691   7.5604   5.8273   5.0407   4.7889   4.7269   4.7381   3.8981   3.6421   3.6167   3.6077   3.6013   3.5857   3.5653
07x24   5.2232  -0.4116   3.7940   4.4844  10.0000  13.3870   7.8272   6.0090   5.2232   4.9401   4.8610   4.8591   3.9991   3.7206   3.6912   3.6792   3.6715   3.6555   3.6337
08x24   5.3943  -0.4116   3.7938   4.5659   6.0000  13.5940   8.0003   6.1743   5.3943   5.1090   5.0290   5.0266   4.1669   3.8883   3.8584   3.8461   3.8391   3.8231   3.8011
09x24   5.5570  -0.4116   3.7839   4.5569   9.0000  14.2699   8.3034   6.3549   5.5570   5.2411   5.1461   5.1322   4.2572   3.9613   3.9263   3.9093   3.9023   3.8853   3.8634
10x24   5.7146  -0.4116   3.7800   4.6010   7.0000  14.6553   8.5205   6.5180   5.7146   5.3840   5.2837   5.2655   4.3841   4.0808   4.0437   4.0256   4.0176   4.0016   3.9796
11x24   5.8688  -0.4116   3.7714   4.6092   8.0000  15.4527   8.8866   6.7181   5.8688   5.5066   5.3939   5.3677   4.4733   4.1572   4.1158   4.0940   4.0860   4.0683   4.0473
12x24   6.0215  -0.4116   3.7662   4.6313   8.0000  15.8532   9.0689   6.8746   6.0215   5.6438   5.5216   5.4878   4.5840   4.2593   4.2137   4.1880   4.1795   4.1621   4.1405
13x24   6.1735  -0.4116   3.7602   4.6559   7.0000  16.4355   9.3381   7.0545   6.1735   5.7735   5.6419   5.6016   4.6887   4.3551   4.3049   4.2761   4.2668   4.2495   4.2275
14x24   6.3266  -0.4116   3.7515   4.6624   8.0000  17.3609   9.7362   7.2705   6.3266   5.8911   5.7478   5.6992   4.7729   4.4256   4.3708   4.3381   4.3291   4.3102   4.2892
15x24   6.4814  -0.4116   3.7463   4.6871   7.0000  17.7479   9.9301   7.4392   6.4814   6.0296   5.8764   5.8202   4.8850   4.5298   4.4711   4.4328   4.4221   4.4033   4.3821
16x24   6.6394  -0.4116   3.7379   4.6968   7.0000  18.7162  10.3650   7.6828   6.6394   6.1493   5.9841   5.9202   4.9700   4.5994   4.5366   4.4949   4.4869   4.4647   4.4443
17x24   6.8021  -0.4116   3.7307   4.7041   9.0000  19.2394  10.6028   7.8699   6.8021   6.2874   6.1097   6.0354   5.0737   4.6933   4.6239   4.5754   4.5644   4.5418   4.5221
18x24   6.9728  -0.4116   3.7234   4.7233   8.0000  19.9347  10.9484   8.0979   6.9728   6.4283   6.2384   6.1558   5.1806   4.7887   4.7137   4.6604   4.6494   4.6245   4.6058
19x24   7.1505  -0.4116   3.7143   4.7350   7.0000  20.8310  11.4522   8.3912   7.1505   6.5655   6.3610   6.2693   5.2747   4.8612   4.7814   4.7266   4.7215   4.6906   4.6726
20x24   7.3396  -0.4116   3.7090   4.7665   5.0000  21.1410  11.6885   8.6001   7.3396   6.7326   6.5164   6.4150   5.4128   4.9950   4.9089   4.8462   4.8357   4.8033   4.7860
21x24   7.5447  -0.4116   3.7003   4.7772   7.0000  21.8253  12.1225   8.8885   7.5447   6.9001   6.6686   6.5558   5.5364   5.1021   5.0096   4.9417   4.9317   4.8944   4.8786
22x24   7.7674  -0.4116   3.6915   4.7925   9.0000  22.5143  12.5805   9.1968   7.7674   7.0839   6.8353   6.7108   5.6741   5.2228   5.1239   5.0502   5.0407   4.9981   4.9824
23x24   8.0111  -0.4116   3.6807   4.8049   8.0000  23.3779  13.2462   9.5839   8.0111   7.2699   7.0018   6.8629   5.7981   5.3158   5.2122   5.1381   5.1327   5.0819   5.0659
24x24   8.2871  -0.4116   3.6737   4.8459  10.0000  23.8066  13.6083   9.9022   8.2871   7.5175   7.2333   7.0831   6.0099   5.5247   5.4116   5.3255   5.3135   5.2584   5.2444
25x24   8.5984  -0.4116   3.6629   4.8718   8.0000  24.5637  14.2305  10.3177   8.5984   7.7687   7.4595   7.2917   6.1974   5.6956   5.5729   5.4780   5.4598   5.3955   5.3802
26x24   8.9431  -0.4116   3.6514   4.9044   3.0000  25.4274  14.9115  10.7752   8.9431   8.0482   7.7114   7.5249   6.4090   5.8901   5.7566   5.6526   5.6264   5.5526   5.5342
27x24   9.3196  -0.4116   3.6400   4.9269   8.0000  26.6286  15.6268  11.2485   9.3196   8.3557   7.9891   7.7838   6.6456   6.1155   5.9711   5.8576   5.8202   5.7387   5.7145
28x24   9.7454  -0.4116   3.6290   4.9641   5.0000  27.9567  16.3870  11.7669   9.7454   8.7122   8.3166   8.0913   6.9336   6.3951   6.2402   6.1184   6.0675   5.9796   5.9477
29x24  10.2144  -0.4116   3.6191   4.9966   8.0000  29.6416  17.1997  12.3179  10.2144   9.1147   8.6931   8.4505   7.2740   6.7313   6.5703   6.4450   6.3781   6.2929   6.2487
30x24  10.7465  -0.4116   3.6029   5.0199   7.0000  33.0930  18.5711  13.0033  10.7465   9.5255   9.0580   8.7885   7.5787   7.0253   6.8588   6.7464   6.6459   6.5801   6.5069
31x24  11.3976  -0.4116   3.5986   5.1196   3.0000  33.7673  19.2170  13.7123  11.3976  10.1497   9.6698   9.3921   8.1733   7.6240   7.4576   7.3306   7.2246   7.1531   7.0781
